age,balance,duration,campaign,pdays,previous,cluster,anomaly_score,Outlier
57,1502,269,2,-1,0,0,0.0902285415202978,Normal
45,-1655,333,2,-1,0,0,0.044791361005833696,Normal
36,428,121,1,-1,0,0,0.03416183837029829,Normal
39,7304,216,1,-1,0,0,0.08703569604454287,Normal
28,1536,347,2,-1,0,0,0.035224728765252955,Normal
34,1246,88,3,-1,0,0,0.13057763324743077,Normal
29,344,279,2,-1,0,0,0.15905809132026277,Normal
51,271,294,3,-1,0,0,0.15782442804648178,Normal
29,293,188,2,-1,0,0,0.05223680318147783,Normal
32,562,116,6,-1,0,0,0.06111133101328636,Normal
36,302,60,6,-1,0,0,0.023654124301369484,Normal
50,-568,860,2,-1,0,0,0.11934472015355596,Normal
42,479,217,2,-1,0,0,0.08632609568123589,Normal
29,1336,298,5,-1,0,0,0.12054275046419449,Normal
34,1058,864,2,-1,0,0,0.015289151809402268,Normal
33,839,469,3,-1,0,0,0.06629896713732542,Normal
29,22008,139,2,-1,0,0,0.04059942876147549,Normal
44,-73,80,9,-1,0,0,0.1295030664507924,Normal
25,-65,129,2,-1,0,0,0.05454289840023352,Normal
26,407,346,2,-1,0,0,0.06295456372818065,Normal
53,490,103,2,-1,0,0,0.08632609568123589,Normal
45,156,47,1,-1,0,0,0.15626926563809823,Normal
37,655,244,3,-1,0,0,0.06623513259686742,Normal
43,-504,136,1,-1,0,0,0.12854999542899487,Normal
38,279,110,5,-1,0,0,0.11984263111688587,Normal
31,-310,433,3,-1,0,0,0.062023567077445496,Normal
38,-314,66,2,-1,0,0,0.15905809132026277,Normal
32,-233,140,2,-1,0,0,0.05852110092496132,Normal
24,327,333,2,-1,0,0,0.07702010214836585,Normal
34,1103,89,1,-1,0,0,0.11677629176141463,Normal
43,373,54,1,-1,0,0,0.08764397076694902,Normal
40,-312,198,1,-1,0,0,0.15626926563809823,Normal
55,2193,72,3,-1,0,0,0.10911333759615055,Normal
34,24,124,1,-1,0,0,0.12854999542899487,Normal
35,105,118,1,-1,0,0,0.0945382816501068,Normal
59,0,109,1,-1,0,0,0.12854999542899487,Normal
50,330,24,1,-1,0,0,0.11677629176141463,Normal
55,284,157,3,-1,0,0,0.128018267139768,Normal
29,445,489,2,-1,0,0,0.11934472015355596,Normal
32,172,84,3,-1,0,0,0.15782442804648178,Normal
27,1995,239,2,-1,0,0,0.022287769547207015,Normal
36,771,357,1,-1,0,0,0.04190132193901275,Normal
33,393,383,1,-1,0,0,0.1163990838138726,Normal
32,-421,101,2,-1,0,0,0.13527859478831417,Normal
48,99,344,1,-1,0,0,0.051957257535616086,Normal
47,-480,360,1,-1,0,0,0.06393316608861654,Normal
36,10,310,2,-1,0,0,0.06784342503497665,Normal
29,8089,314,2,-1,0,0,0.05118343005397874,Normal
35,73,79,2,-1,0,0,0.05223680318147783,Normal
48,134,315,2,-1,0,0,0.1409883853051766,Normal
29,5605,117,2,-1,0,0,0.08580010234480961,Normal
28,3331,229,2,-1,0,0,0.07116514945387109,Normal
27,5214,94,1,-1,0,0,0.05073538240838049,Normal
51,-245,612,2,-1,0,0,0.09274314442614151,Normal
40,-89,83,4,-1,0,0,0.08766343381923486,Normal
60,170,338,2,-1,0,0,0.0997090467993253,Normal
28,1417,491,1,-1,0,0,0.0734467145382236,Normal
42,4264,882,1,-1,0,0,-0.017409780908991923,Outlier
28,949,1730,1,-1,0,0,0.0734467145382236,Normal
27,242,83,1,-1,0,0,0.11677629176141463,Normal
33,-258,193,2,-1,0,0,0.09006759169155892,Normal
34,105,249,2,-1,0,0,0.13527859478831417,Normal
29,1280,629,2,-1,0,0,0.0997090467993253,Normal
34,504,260,2,-1,0,0,0.15905809132026277,Normal
31,-160,202,2,-1,0,0,0.051313660531624006,Normal
31,1306,217,5,-1,0,0,0.10274993286951689,Normal
36,3254,300,3,-1,0,0,0.0665511380946262,Normal
26,419,94,3,-1,0,0,0.11487886842757716,Normal
34,-58,157,2,-1,0,0,0.13049778773653292,Normal
30,2926,238,8,-1,0,0,0.08683821106516065,Normal
33,-61,50,2,-1,0,0,0.03460155687540889,Normal
39,22,121,3,-1,0,0,0.06699878032856577,Normal
45,-36,389,4,-1,0,0,0.11184991292004665,Normal
35,137,667,3,-1,0,0,-0.04881977860016007,Outlier
25,2428,376,4,-1,0,0,0.038303801175814556,Normal
57,100,23,16,-1,0,0,0.07538412680912021,Normal
54,24,404,1,-1,0,0,0.1163990838138726,Normal
30,2030,27,2,-1,0,0,0.053285312625902304,Normal
26,0,124,1,-1,0,0,0.0587941326837208,Normal
33,-409,96,1,-1,0,0,0.11677629176141463,Normal
26,855,87,2,-1,0,0,0.11937163617146529,Normal
53,614,126,2,-1,0,0,0.13049778773653292,Normal
35,3,330,5,-1,0,0,0.05755710295029093,Normal
27,648,198,3,-1,0,0,0.11487886842757716,Normal
35,935,259,2,-1,0,0,0.09533459638626113,Normal
39,695,429,10,-1,0,0,0.08002218800055572,Normal
32,73,545,1,-1,0,0,0.0734467145382236,Normal
31,1039,44,7,-1,0,0,0.13812507785695616,Normal
34,-304,279,2,-1,0,0,0.08632609568123589,Normal
38,241,172,2,-1,0,0,0.02125850637506288,Normal
39,133,136,2,-1,0,0,0.030424678943081096,Normal
46,1328,82,6,-1,0,0,0.146978840602507,Normal
29,0,324,4,-1,0,0,0.06753991469312304,Normal
47,-288,107,7,-1,0,0,0.0812481324385973,Normal
53,3443,48,2,-1,0,0,0.05118343005397874,Normal
29,415,449,4,-1,0,0,0.023595379621131674,Normal
58,255,362,3,-1,0,0,0.08732967834975819,Normal
34,6,99,2,-1,0,0,0.15905809132026277,Normal
26,-284,207,3,-1,0,0,0.15782442804648178,Normal
31,305,297,14,-1,0,0,0.015747051722822758,Normal
55,81,172,1,-1,0,0,0.10601703807847856,Normal
30,2607,158,10,-1,0,0,0.03604594221865043,Normal
29,201,180,2,-1,0,0,0.13049778773653292,Normal
44,265,453,2,-1,0,0,0.11934472015355596,Normal
33,625,410,1,-1,0,0,0.1163990838138726,Normal
42,1134,424,3,-1,0,0,0.11671031212768118,Normal
57,327,74,2,-1,0,0,0.09849814754595643,Normal
38,-1350,96,4,-1,0,0,0.12975604378276778,Normal
22,3198,109,2,-1,0,0,0.0136594490904004,Normal
36,2176,52,2,-1,0,0,0.044529767364925976,Normal
39,-310,26,5,-1,0,0,0.13126836524460372,Normal
45,692,506,2,-1,0,0,0.11934472015355596,Normal
35,4366,173,3,-1,0,0,0.062214373955732705,Normal
22,35,106,3,-1,0,0,0.04950620279049511,Normal
56,442,77,3,-1,0,0,0.04268874209245743,Normal
31,44,95,2,-1,0,0,0.03460155687540889,Normal
51,0,463,2,-1,0,0,0.09274314442614151,Normal
37,223,25,1,-1,0,0,0.09246676305728829,Normal
32,92,116,1,-1,0,0,0.0587941326837208,Normal
39,-971,104,2,-1,0,0,0.13049778773653292,Normal
32,1307,267,2,-1,0,0,0.11937163617146529,Normal
30,179,64,1,-1,0,0,0.15626926563809823,Normal
31,1117,340,3,-1,0,0,0.11671031212768118,Normal
51,-461,33,2,-1,0,0,-0.007366861514386591,Outlier
27,5883,325,2,-1,0,0,0.0184576870300468,Normal
33,-342,528,2,-1,0,0,0.0997090467993253,Normal
24,1385,1277,2,-1,0,0,0.056494426897781835,Normal
52,-211,153,2,-1,0,0,0.10860053724994578,Normal
39,2612,363,4,-1,0,0,0.06792028163908104,Normal
31,124,411,3,-1,0,0,0.043208417834996404,Normal
33,-675,245,2,-1,0,0,0.15905809132026277,Normal
27,3104,160,2,-1,0,0,-0.007904739123635873,Outlier
44,398,140,5,-1,0,0,0.11984263111688587,Normal
56,77,25,2,-1,0,0,0.13130175235678437,Normal
50,2706,179,3,-1,0,0,-0.003958332251759011,Outlier
54,192,157,3,-1,0,0,0.0260522387615012,Normal
33,957,361,4,-1,0,0,0.08758712916970901,Normal
51,593,157,2,-1,0,0,0.10860053724994578,Normal
32,1493,65,11,-1,0,0,-0.006951318221577685,Outlier
32,0,386,3,-1,0,0,0.11671031212768118,Normal
35,51,593,2,-1,0,0,0.0997090467993253,Normal
47,-938,176,2,-1,0,0,0.13049778773653292,Normal
49,457,189,2,-1,0,0,0.15905809132026277,Normal
54,337,302,2,-1,0,0,0.13527859478831417,Normal
31,1531,48,5,-1,0,0,0.04053403622658369,Normal
26,33,51,4,-1,0,0,0.15333402637491478,Normal
42,0,471,2,-1,0,0,0.09274314442614151,Normal
45,5336,99,2,-1,0,0,0.04039478467988278,Normal
36,947,452,2,-1,0,0,0.11934472015355596,Normal
40,2,187,3,-1,0,0,0.13057763324743077,Normal
45,935,22,7,-1,0,0,0.13812507785695616,Normal
27,731,335,2,-1,0,0,0.015289151809402268,Normal
51,-1,110,8,-1,0,0,0.06313779060535385,Normal
30,419,299,3,-1,0,0,0.09215619286511395,Normal
28,22171,85,3,-1,0,0,0.10911333759615055,Normal
32,-33,234,3,-1,0,0,0.15782442804648178,Normal
57,-140,264,2,-1,0,0,0.13130175235678437,Normal
31,439,233,4,-1,0,0,0.12595455899438146,Normal
47,-598,239,4,-1,0,0,0.09300297950605219,Normal
34,261,611,3,-1,0,0,0.11671031212768118,Normal
50,-160,600,2,-1,0,0,0.11934472015355596,Normal
33,322,266,4,-1,0,0,0.11173610949904156,Normal
25,1025,478,2,-1,0,0,0.11934472015355596,Normal
39,-931,92,5,-1,0,0,0.14977205257935922,Normal
37,-107,158,2,-1,0,0,0.13049778773653292,Normal
40,481,198,2,-1,0,0,0.08632609568123589,Normal
43,-516,438,2,-1,0,0,0.0997090467993253,Normal
32,610,75,6,-1,0,0,0.146978840602507,Normal
25,579,225,4,-1,0,0,0.11173610949904156,Normal
34,225,342,2,-1,0,0,0.11934472015355596,Normal
30,1780,116,12,-1,0,0,0.04463826334004262,Normal
41,803,88,3,-1,0,0,0.15782442804648178,Normal
36,-347,109,3,-1,0,0,0.128018267139768,Normal
28,1238,252,2,-1,0,0,0.11937163617146529,Normal
29,992,456,2,-1,0,0,0.07702010214836585,Normal
30,0,92,5,-1,0,0,0.13126836524460372,Normal
22,489,223,5,-1,0,0,0.07959550941399851,Normal
28,-717,148,3,-1,0,0,0.128018267139768,Normal
27,3955,205,3,-1,0,0,0.04076757351331173,Normal
31,667,80,3,-1,0,0,0.050107730183100774,Normal
42,325,97,4,-1,0,0,0.1272104839879344,Normal
32,3538,95,5,-1,0,0,0.0822226704616622,Normal
25,192,357,3,-1,0,0,0.11671031212768118,Normal
55,2166,23,17,-1,0,0,0.029505404179502093,Normal
33,-384,513,2,-1,0,0,0.11934472015355596,Normal
45,1377,171,5,-1,0,0,0.06544425021714895,Normal
43,50,90,8,-1,0,0,0.09256802593897745,Normal
32,-354,51,2,-1,0,0,0.15905809132026277,Normal
51,606,560,9,-1,0,0,0.03425931505377755,Normal
35,120,245,2,-1,0,0,0.15905809132026277,Normal
44,-357,318,2,-1,0,0,0.13130175235678437,Normal
44,194,105,2,-1,0,0,0.10860053724994578,Normal
40,-378,261,2,-1,0,0,0.15905809132026277,Normal
24,931,200,4,-1,0,0,0.08766343381923486,Normal
32,1210,267,4,-1,0,0,0.11173610949904156,Normal
51,329,191,5,-1,0,0,0.12054275046419449,Normal
28,355,300,4,-1,0,0,0.046891304516957,Normal
45,25,82,4,-1,0,0,0.15333402637491478,Normal
32,739,153,3,-1,0,0,0.128018267139768,Normal
25,758,504,3,-1,0,0,0.11671031212768118,Normal
29,542,104,3,-1,0,0,0.09853175720806667,Normal
29,740,194,3,-1,0,0,0.11487886842757716,Normal
38,476,212,4,-1,0,0,0.134894595173227,Normal
44,3753,122,4,-1,0,0,0.059712517266873766,Normal
34,1386,185,6,-1,0,0,0.098741260244392,Normal
31,335,87,5,-1,0,0,0.10274993286951689,Normal
41,882,145,2,-1,0,0,0.08248101359851401,Normal
35,-659,30,2,-1,0,0,0.15905809132026277,Normal
40,-428,585,3,-1,0,0,0.11671031212768118,Normal
29,119,136,2,-1,0,0,0.01709380891384138,Normal
26,245,146,2,-1,0,0,0.13049778773653292,Normal
59,519,90,8,-1,0,0,0.13183909500192126,Normal
39,300,180,2,-1,0,0,0.08248101359851401,Normal
33,91,376,3,-1,0,0,0.050364752683370595,Normal
43,-496,100,2,-1,0,0,0.15549423793434908,Normal
50,-187,31,2,-1,0,0,0.08173191329285823,Normal
48,219,154,4,-1,0,0,0.1188063939127148,Normal
46,571,93,1,-1,0,0,0.10072848768524606,Normal
31,-495,334,2,-1,0,0,0.047772379020538436,Normal
43,11269,92,1,-1,0,0,0.05641818737966742,Normal
28,2,750,2,-1,0,0,0.11593092139675792,Normal
40,3557,332,1,-1,0,0,0.01791150241769157,Normal
34,34,333,3,-1,0,0,0.06982351404555664,Normal
42,181,118,2,-1,0,0,0.051922914923455354,Normal
51,943,620,1,-1,0,0,0.09332767012647847,Normal
41,1020,276,1,-1,0,0,0.15253584115323593,Normal
34,250,193,6,-1,0,0,0.14298403797279013,Normal
43,724,138,1,-1,0,0,0.04982335302440111,Normal
59,4243,233,1,-1,0,0,0.08578903860601839,Normal
48,48,144,1,-1,0,0,0.12434980264864104,Normal
35,0,543,1,-1,0,0,0.11280401547385266,Normal
53,1004,155,1,-1,0,0,0.12434980264864104,Normal
50,1328,140,1,-1,0,0,0.03189534060847521,Normal
33,2508,42,7,-1,0,0,0.025186049273992706,Normal
24,1919,127,4,-1,0,0,0.028818222397579696,Normal
52,130,103,2,-1,0,0,0.10295091092030662,Normal
35,485,205,5,-1,0,0,0.07806745323800912,Normal
30,179,286,3,-1,0,0,0.11272759668129256,Normal
41,615,37,1,-1,0,0,0.07722774944662103,Normal
45,2571,54,1,-1,0,0,0.018756124576514654,Normal
43,-111,132,3,-1,0,0,0.12396912474943483,Normal
42,-106,95,1,-1,0,0,0.12637686042213647,Normal
45,31,177,1,-1,0,0,0.05697272255553587,Normal
50,84,179,1,-1,0,0,0.10167149651910451,Normal
43,0,242,1,-1,0,0,0.15253584115323593,Normal
31,3181,128,7,-1,0,0,0.06359089452427613,Normal
59,748,184,1,-1,0,0,0.10694693188427823,Normal
40,1314,284,1,-1,0,0,0.13369369324040004,Normal
36,0,148,1,-1,0,0,0.019714129169542516,Normal
27,3083,244,2,-1,0,0,0.05029163683609772,Normal
21,1903,107,2,-1,0,0,0.0377619118637037,Normal
37,-4,381,1,-1,0,0,0.11280401547385266,Normal
26,813,140,3,-1,0,0,0.05136924155417777,Normal
39,192,217,5,-1,0,0,0.14580273214086092,Normal
50,6998,1196,1,-1,0,0,0.07003093134726723,Normal
39,1,102,1,-1,0,0,0.126835766676191,Normal
32,3935,129,2,-1,0,0,0.028200859441439574,Normal
57,630,52,1,-1,0,0,0.13369369324040004,Normal
42,1993,41,1,-1,0,0,0.035458714622363274,Normal
42,130,285,1,-1,0,0,0.15253584115323593,Normal
40,327,134,1,-1,0,0,0.12434980264864104,Normal
30,1016,14,1,-1,0,0,0.12637686042213647,Normal
29,559,182,2,-1,0,0,0.09561134695111584,Normal
35,404,539,1,-1,0,0,0.11280401547385266,Normal
31,283,37,3,-1,0,0,0.1542502493649961,Normal
43,2041,162,5,-1,0,0,0.07589761775752213,Normal
39,394,184,1,-1,0,0,0.12637686042213647,Normal
37,34,285,1,-1,0,0,0.04813037321158853,Normal
44,72,456,1,-1,0,0,0.11280401547385266,Normal
52,1308,361,1,-1,0,0,0.05063290784356389,Normal
53,2895,74,1,-1,0,0,0.04696303869748608,Normal
41,193,130,1,-1,0,0,0.12434980264864104,Normal
40,75,203,1,-1,0,0,0.11447460172432378,Normal
41,3279,186,1,-1,0,0,0.1078027349903542,Normal
40,1938,37,1,-1,0,0,0.0904078101179917,Normal
55,0,206,2,-1,0,0,0.06066328944827992,Normal
54,-690,230,4,-1,0,0,0.124822952896541,Normal
55,1119,283,1,-1,0,0,0.0843883118353338,Normal
38,623,44,1,-1,0,0,0.11447460172432378,Normal
54,426,205,1,-1,0,0,0.15253584115323593,Normal
43,310,291,1,-1,0,0,0.15253584115323593,Normal
41,262,159,1,-1,0,0,0.10167149651910451,Normal
38,44,148,1,-1,0,0,0.05697272255553587,Normal
52,2081,150,1,-1,0,0,0.08367495687035209,Normal
43,5172,57,3,-1,0,0,0.003620943445128866,Normal
27,2486,733,1,-1,0,0,0.02974218349698554,Normal
36,1423,193,1,-1,0,0,0.126835766676191,Normal
36,36,705,1,-1,0,0,0.018506719799962545,Normal
51,224,52,3,-1,0,0,0.09532471172505541,Normal
50,1541,744,1,-1,0,0,0.07003093134726723,Normal
48,1598,84,1,-1,0,0,0.021505286221340958,Normal
44,77,23,1,-1,0,0,0.13369369324040004,Normal
34,1242,578,3,-1,0,0,0.062634901978885,Normal
48,1533,358,1,-1,0,0,-0.006388517730250287,Outlier
46,1939,119,1,-1,0,0,0.05278146174603626,Normal
51,2237,619,1,-1,0,0,0.07003093134726723,Normal
58,32948,364,2,-1,0,0,0.04850700729288415,Normal
35,765,418,8,-1,0,0,0.08345632743847353,Normal
45,1403,111,1,-1,0,0,0.056026839731383116,Normal
53,451,56,2,-1,0,0,0.1305590796739734,Normal
50,6174,456,1,-1,0,0,0.07003093134726723,Normal
42,984,109,1,-1,0,0,0.10167149651910451,Normal
48,1910,413,2,-1,0,0,-0.005794517837404367,Outlier
47,72,278,1,-1,0,0,0.12581179921040997,Normal
56,249,791,2,-1,0,0,0.11593092139675792,Normal
42,-972,146,1,-1,0,0,0.12434980264864104,Normal
54,-939,202,1,-1,0,0,0.15253584115323593,Normal
53,436,154,1,-1,0,0,0.10167149651910451,Normal
40,451,257,1,-1,0,0,0.15253584115323593,Normal
37,11953,208,1,-1,0,0,0.1078027349903542,Normal
26,3672,360,5,-1,0,0,-0.00019633222926140892,Outlier
46,176,131,1,-1,0,0,0.09364166025250464,Normal
46,0,137,1,-1,0,0,0.09364166025250464,Normal
45,0,155,1,-1,0,0,0.12434980264864104,Normal
56,1504,66,2,-1,0,0,0.1084758793658297,Normal
36,722,103,7,-1,0,0,0.13404950324245757,Normal
40,1269,656,1,-1,0,0,0.11280401547385266,Normal
32,118,358,10,-1,0,0,0.027004844620076796,Normal
31,1017,514,3,-1,0,0,0.11327719452442986,Normal
56,551,27,1,-1,0,0,0.10694693188427823,Normal
23,0,544,4,-1,0,0,0.06665998592537559,Normal
29,209,346,6,-1,0,0,-0.018333550839742085,Outlier
50,841,54,2,-1,0,0,0.15549423793434908,Normal
39,1099,134,6,-1,0,0,0.08321583529828613,Normal
55,505,135,2,-1,0,0,0.05079283675809332,Normal
35,0,633,6,-1,0,0,0.09622802329995639,Normal
51,-178,48,1,-1,0,0,0.15253584115323593,Normal
33,538,359,2,-1,0,0,0.05454694216694378,Normal
44,2523,1236,2,-1,0,0,0.0726624695449215,Normal
44,744,574,1,-1,0,0,0.11280401547385266,Normal
52,-488,322,1,-1,0,0,0.11280401547385266,Normal
45,3354,746,1,-1,0,0,0.04211610624849593,Normal
32,187,315,1,-1,0,0,0.11447460172432378,Normal
40,832,126,1,-1,0,0,0.04982335302440111,Normal
38,2079,122,1,-1,0,0,0.03756411265579873,Normal
53,1301,90,1,-1,0,0,0.12637686042213647,Normal
26,77,125,2,-1,0,0,0.05593133707535625,Normal
33,1072,144,2,-1,0,0,0.09593031554287401,Normal
44,15578,401,1,-1,0,0,0.01791150241769157,Normal
35,809,60,1,-1,0,0,0.15253584115323593,Normal
44,13761,65,1,-1,0,0,0.1078027349903542,Normal
42,790,356,2,-1,0,0,0.11593092139675792,Normal
58,4497,128,1,-1,0,0,0.08367495687035209,Normal
43,-456,102,4,-1,0,0,0.149397201464191,Normal
39,1749,46,1,-1,0,0,0.0283000496755198,Normal
32,537,187,3,-1,0,0,0.03054147072431712,Normal
29,1474,79,3,-1,0,0,0.04334618273755286,Normal
41,1545,390,3,-1,0,0,0.07026142379983558,Normal
44,776,306,1,-1,0,0,0.15253584115323593,Normal
36,1286,152,1,-1,0,0,0.12434980264864104,Normal
34,285,223,4,-1,0,0,0.124822952896541,Normal
35,-1489,177,1,-1,0,0,0.10167149651910451,Normal
57,806,77,1,-1,0,0,0.11447460172432378,Normal
42,297,106,1,-1,0,0,0.019714129169542516,Normal
40,340,146,1,-1,0,0,0.052149003693051976,Normal
35,130,125,1,-1,0,0,0.056026839731383116,Normal
46,1307,404,1,-1,0,0,0.11280401547385266,Normal
44,6491,244,1,-1,0,0,0.1078027349903542,Normal
31,2137,413,1,-1,0,0,0.01728613168088,Normal
26,611,177,2,-1,0,0,0.1264706218733168,Normal
51,2402,118,1,-1,0,0,0.08367495687035209,Normal
42,2608,201,1,-1,0,0,0.04696303869748608,Normal
41,285,135,1,-1,0,0,0.056026839731383116,Normal
45,59,609,2,-1,0,0,0.11593092139675792,Normal
52,1052,35,1,-1,0,0,0.15253584115323593,Normal
52,1177,473,1,-1,0,0,0.0357826449931945,Normal
41,689,596,1,-1,0,0,0.04690043039238401,Normal
47,351,370,1,-1,0,0,0.11280401547385266,Normal
39,-388,691,1,-1,0,0,0.09332767012647847,Normal
52,22755,70,2,-1,0,0,0.1084758793658297,Normal
48,-625,125,2,-1,0,0,0.027089122368752383,Normal
39,1270,245,4,-1,0,0,0.12483308522293196,Normal
30,699,544,1,-1,0,0,0.11280401547385266,Normal
40,0,49,3,-1,0,0,0.1542502493649961,Normal
51,10287,117,1,-1,0,0,-0.0006400985722692099,Outlier
51,0,410,5,-1,0,0,0.024928658219478206,Normal
45,180,150,1,-1,0,0,0.10167149651910451,Normal
39,185,513,3,-1,0,0,0.09492530142760464,Normal
36,439,179,2,-1,0,0,0.1264706218733168,Normal
28,10045,169,4,-1,0,0,0.05764756420680017,Normal
43,6,365,2,-1,0,0,0.06066210803268257,Normal
48,5241,158,1,-1,0,0,0.08367495687035209,Normal
60,0,1207,1,-1,0,0,0.08769169861969306,Normal
41,816,159,1,-1,0,0,0.09543794251152843,Normal
37,3,82,1,-1,0,0,0.11447460172432378,Normal
33,2099,42,3,-1,0,0,0.10735117709561143,Normal
48,100,206,1,-1,0,0,0.0917868766741537,Normal
50,7098,92,1,-1,0,0,0.1078027349903542,Normal
49,266,162,2,-1,0,0,0.0938449725924656,Normal
47,7985,347,1,-1,0,0,0.07003093134726723,Normal
47,812,68,1,-1,0,0,0.15253584115323593,Normal
41,961,117,1,-1,0,0,0.019714129169542516,Normal
52,9687,936,1,-1,0,0,0.01791150241769157,Normal
48,551,162,2,-1,0,0,0.10444099293348375,Normal
39,-16,285,2,-1,0,0,0.12724972259995015,Normal
31,8,71,5,-1,0,0,0.09350540288621567,Normal
35,918,178,1,-1,0,0,0.07918605207558382,Normal
33,-49,89,2,-1,0,0,0.15549423793434908,Normal
30,1032,52,5,-1,0,0,0.09354910352256085,Normal
23,8254,409,3,-1,0,0,0.07026142379983558,Normal
42,91,87,7,-1,0,0,0.1154670084222797,Normal
32,250,202,1,-1,0,0,0.15253584115323593,Normal
50,1132,117,1,-1,0,0,0.10167149651910451,Normal
36,1466,441,1,-1,0,0,0.07003093134726723,Normal
51,-57,175,1,-1,0,0,0.03189534060847521,Normal
39,822,164,3,-1,0,0,0.07340791898659982,Normal
54,2452,80,3,-1,0,0,0.04334618273755286,Normal
36,235,141,9,-1,0,0,0.023057014366634765,Normal
26,8839,932,3,-1,0,0,0.01039492340454895,Normal
30,1127,13,1,-1,0,0,0.13369369324040004,Normal
28,1736,139,3,-1,0,0,0.03154924247176316,Normal
35,295,882,2,-1,0,0,0.11593092139675792,Normal
33,931,263,3,-1,0,0,0.1542502493649961,Normal
25,2798,440,2,-1,0,0,0.03322244409714481,Normal
38,2345,174,2,-1,0,0,0.0377619118637037,Normal
37,-141,76,3,-1,0,0,0.1542502493649961,Normal
57,-353,26,3,-1,0,0,0.1256633746412909,Normal
35,628,455,2,-1,0,0,0.11593092139675792,Normal
31,490,180,2,-1,0,0,0.10444099293348375,Normal
55,218,200,2,-1,0,0,0.12894560663219606,Normal
51,3170,51,1,-1,0,0,0.08578903860601839,Normal
56,589,535,2,-1,0,0,0.11593092139675792,Normal
50,28,313,2,-1,0,0,0.12894560663219606,Normal
36,6450,101,1,-1,0,0,0.018756124576514654,Normal
40,2715,125,2,-1,0,0,0.0837531011160001,Normal
28,1,364,3,-1,0,0,0.06982351404555664,Normal
37,3049,153,1,-1,0,0,0.03756411265579873,Normal
44,27,158,1,-1,0,0,0.059800503693346996,Normal
36,3670,617,2,-1,0,0,0.03322244409714481,Normal
49,2497,99,1,-1,0,0,0.1078027349903542,Normal
38,-762,165,1,-1,0,0,0.09364166025250464,Normal
50,414,121,1,-1,0,0,0.10167149651910451,Normal
44,361,217,1,-1,0,0,0.15253584115323593,Normal
37,672,129,2,-1,0,0,0.1264706218733168,Normal
36,959,200,4,-1,0,0,0.149397201464191,Normal
33,-416,431,2,-1,0,0,0.11593092139675792,Normal
49,5737,417,2,-1,0,0,0.053205484536262504,Normal
45,895,480,2,-1,0,0,0.09659853538078211,Normal
51,-413,331,4,-1,0,0,0.05589092593155498,Normal
50,914,359,3,-1,0,0,0.0027039418791166003,Normal
53,1202,332,2,-1,0,0,0.06066210803268257,Normal
58,0,535,2,-1,0,0,0.09659853538078211,Normal
51,5801,147,2,-1,0,0,0.03238011209838643,Normal
43,799,13,3,-1,0,0,0.11272759668129256,Normal
43,5342,689,2,-1,0,0,0.0726624695449215,Normal
41,943,242,3,-1,0,0,0.13653539028462963,Normal
33,455,122,10,-1,0,0,0.024855849184839407,Normal
32,340,665,1,-1,0,0,0.11280401547385266,Normal
35,5310,97,1,-1,0,0,0.1078027349903542,Normal
39,556,322,1,-1,0,0,0.07240349942274571,Normal
45,-261,144,1,-1,0,0,0.12434980264864104,Normal
39,481,376,1,-1,0,0,0.09332767012647847,Normal
41,2015,480,10,-1,0,0,-0.0028017331534666567,Outlier
52,691,158,1,-1,0,0,0.12434980264864104,Normal
46,1544,609,1,-1,0,0,0.02974218349698554,Normal
35,219,161,1,-1,0,0,0.07918605207558382,Normal
36,828,116,1,-1,0,0,0.09543794251152843,Normal
35,356,76,1,-1,0,0,0.12637686042213647,Normal
53,195,217,1,-1,0,0,0.056593782816622085,Normal
52,2076,112,1,-1,0,0,-0.010470398740264453,Outlier
41,2399,607,2,-1,0,0,0.0726624695449215,Normal
56,0,726,1,-1,0,0,0.04690043039238401,Normal
37,1731,148,4,-1,0,0,0.07890183746186075,Normal
35,97,135,4,-1,0,0,0.054710761093135774,Normal
33,127,1059,2,-1,0,0,0.047772379020538436,Normal
39,0,184,2,-1,0,0,0.07873836801716572,Normal
40,0,245,3,-1,0,0,0.1542502493649961,Normal
53,1788,253,2,-1,0,0,0.1084758793658297,Normal
34,1365,293,2,-1,0,0,0.15549423793434908,Normal
35,1,246,2,-1,0,0,0.08173191329285823,Normal
46,2940,195,2,-1,0,0,0.1084758793658297,Normal
42,-1485,221,2,-1,0,0,0.07873836801716572,Normal
42,8794,166,3,-1,0,0,0.018349044751346244,Normal
41,239,385,2,-1,0,0,0.08419796097224719,Normal
27,12956,789,3,-1,0,0,-0.01930206193776529,Outlier
49,367,85,6,-1,0,0,0.06882435334192316,Normal
35,869,173,1,-1,0,0,0.09099270929058328,Normal
45,1778,48,5,-1,0,0,0.10216770234413042,Normal
49,3112,410,3,-1,0,0,0.05149455260744551,Normal
36,4585,311,3,-1,0,0,0.08788917068839508,Normal
40,223,81,1,-1,0,0,0.15253584115323593,Normal
33,254,558,13,-1,0,0,0.014949232360374154,Normal
48,219,109,4,-1,0,0,0.09790481926302896,Normal
60,1900,77,3,-1,0,0,0.06114975867999317,Normal
39,885,70,7,-1,0,0,0.09211119018765718,Normal
36,-1312,229,4,-1,0,0,0.07093491534885532,Normal
38,1294,565,1,-1,0,0,0.08769169861969306,Normal
50,1268,145,2,-1,0,0,0.07130334163013385,Normal
30,873,792,3,-1,0,0,0.11327719452442986,Normal
